Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.26105308532715,24.729276225914997,23.821677198130857,24.718180216834167,212818400
2015-01-05,23.577579498291016,24.110155750266824,23.391178741256763,24.03026922781979,257142000
2015-01-06,23.579792022705078,23.83942229690088,23.218083238966898,23.64192558989593,263188400
2015-01-07,23.91043472290039,24.010292009735185,23.677432129602,23.78838542297973,160423600
2015-01-08,24.82912254333496,24.886818717588337,24.121240141303762,24.23885202924671,237458000
2015-01-09,24.855758666992188,25.130922376139836,24.456326110960923,25.002216142194985,214798000
2015-01-12,24.243297576904297,24.993341322659273,24.143440277820233,24.986684395122083,198603200
2015-01-13,24.45854377746582,25.03106316625113,24.16784669635183,24.72705053894741,268367600
2015-01-14,24.365341186523438,24.518455563065594,24.07686197869801,24.196691725347986,195826400
2015-01-15,23.704057693481445,24.42303444417386,23.668553525712902,24.409720592887236,240056000
2015-01-16,23.519880294799805,23.872712672689556,23.34457387588783,23.75066336426571,314053200
2015-01-20,24.12567710876465,24.181153738726668,23.63304436381994,23.930398287770412,199599600
2015-01-21,24.30986785888672,24.644945594224467,24.025825998667738,24.176722549122562,194303600
2015-01-22,24.942302703857422,24.957836098464018,24.34759293561303,24.467422705298063,215185600
2015-01-23,25.071006774902344,25.241874100812947,24.749241210117216,24.920110229040706,185859200
2015-01-26,25.09763526916504,25.377238049714297,25.03106430723337,25.23965535290147,222460000
2015-01-27,24.21888542175293,24.96005432265318,24.194475561084744,24.946738775825928,382274800
2015-01-28,25.58804702758789,26.211605664482956,25.58804702758789,26.102870222038018,585908400
2015-01-29,26.384695053100586,26.449048170199948,25.6435261294502,25.812175619330834,337745600
2015-01-30,25.998577117919922,26.62879102622777,25.929784923186702,26.273740817813987,334982000
2015-02-02,26.32477569580078,26.44460544633527,25.758914960125022,26.196071172349157,250956400
2015-02-03,26.3292179107666,26.42685566159745,26.098434848144024,26.295931582818667,207662800
2015-02-04,26.53114891052246,26.741961167377898,26.253765698617492,26.295928488591134,280598800
2015-02-05,26.720518112182617,26.785125203713097,26.566797732344764,26.738339410088408,168984800
2015-02-06,26.495506286621094,26.789578935429713,26.38857000537499,26.73833824448596,174826400
2015-02-09,26.6715087890625,26.69824158884598,26.38411929352651,26.410853793004787,155559200
2015-02-10,27.183902740478516,27.212865534998993,26.7695291157995,26.77175571561299,248034000
2015-02-11,27.821062088012695,27.829973586883128,27.290840652931514,27.350991145688674,294247200
2015-02-12,28.17305564880371,28.400294596598293,27.974779494181742,28.08394236927043,297898000
2015-02-13,28.31118392944336,28.35573972347411,27.992605073009173,28.35573972347411,217088800
2015-02-17,28.4782657623291,28.71218788961449,28.27553302538919,28.402518885994155,252609600
2015-02-18,28.676551818847656,28.68991821942023,28.393617208965704,28.433718110378308,179566800
2015-02-19,28.616392135620117,28.745606306357125,28.589659341463797,28.623075334159196,149449600
2015-02-20,28.850311279296875,28.850311279296875,28.527277585777046,28.654261744189217,195793600
2015-02-23,29.63005256652832,29.63005256652832,28.88596033296658,28.966162114986876,283896400
2015-02-24,29.445140838623047,29.763721345675403,29.222358503399096,29.616684188574315,276912400
2015-02-25,28.692136764526367,29.318158010503875,28.549556199464845,29.30924481303132,298846800
2015-02-26,29.055278778076172,29.15553017329183,28.20647841951973,28.692142396043774,365150000
2015-02-27,28.618627548217773,29.088698530921878,28.569615150067428,28.96171093588066,248059200
2015-03-02,28.758970260620117,29.024081778114386,28.58297371505887,28.794616249393325,192386800
2015-03-03,28.81913185119629,28.854777851607913,28.536197246937284,28.73002024955693,151265200
2015-03-04,28.636444091796875,28.863683059023995,28.587435098266674,28.76120507338472,126665200
2015-03-05,28.16192054748535,28.683230483724483,28.017111665298497,28.645357888294036,226068400
2015-03-06,28.20424461364746,28.821350963107626,28.128499431995095,28.605251815919722,291368400
2015-03-09,28.324560165405273,28.86592327910333,27.861172267885287,28.507241703891687,354114000
2015-03-10,27.738636016845703,28.342376093308992,27.580460722985116,28.16192290025722,275426400
2015-03-11,27.2329158782959,27.796554990966435,27.203954782675737,27.79210009152278,275756000
2015-03-12,27.725263595581055,27.825516675855415,27.09701741803413,27.248509488491273,193450800
2015-03-13,27.533672332763672,27.93690957884645,27.308663362514302,27.71412720852023,207309200
2015-03-16,27.836658477783203,27.836658477783203,27.373272406222377,27.598281392520114,143497200
2015-03-17,28.30227279663086,28.36465158895827,27.992605434937918,28.048301028043767,204092400
2015-03-18,28.620859146118164,28.774579567215067,28.153016381552227,28.29336870101349,261083600
2015-03-19,28.404747009277344,28.79461608587527,28.38246911626775,28.683224921133004,183238000
2015-03-20,28.048301696777344,28.60525594142023,27.883443213167936,28.5718399445157,274780400
2015-03-23,28.34014320373535,28.482723775101412,28.186422834730436,28.32009360761879,150838800
2015-03-24,28.224294662475586,28.525048776130525,28.195331871021246,28.344597327754162,131369200
2015-03-25,27.486888885498047,28.253260801348905,27.486888885498047,28.19088200814144,206620800
2015-03-26,27.67848014831543,27.821060723861976,27.31311721101558,27.348763204749485,190291600
2015-03-27,27.45792579650879,27.780959537766382,27.38218061016489,27.75199844293392,158184800
2015-03-30,28.153013229370117,28.159696429592117,27.625018315798968,27.636158115965543,188398800
2015-03-31,27.72081184387207,28.17974300661866,27.70521714512907,28.09062971393237,168362400
2015-04-01,27.680709838867188,27.874531115222556,27.42450977003734,27.80769572346012,162485600
2015-04-02,27.919090270996094,27.972557571025973,27.667346771147866,27.854483171099858,128880400
2015-04-06,28.371335983276367,28.406981980219054,27.698533938082665,27.729723335560173,148776000
2015-04-07,28.072803497314453,28.54287267699022,28.066120298980323,28.435938104255378,140049200
2015-04-08,27.98146629333496,28.159692875335587,27.84111400730336,28.037161887748322,149316800
2015-04-09,28.19533920288086,28.199795802583953,27.77205401460501,28.03716390731661,129936000
2015-04-10,28.315637588500977,28.340143784052685,27.905718862353325,28.059437534811437,160752000
2015-04-13,28.259939193725586,28.643126786166484,28.20647190859878,28.59856759912117,145460400
2015-04-14,28.137413024902344,28.357967087559327,28.05052803962249,28.2933599985599,102098400
2015-04-15,28.24435043334961,28.322323927981227,28.072808745160057,28.16192203889392,115881600
2015-04-16,28.108448028564453,28.315635677165186,28.095081631781955,28.13295422246197,113476000
2015-04-17,27.792097091674805,28.101764410267815,27.727490008700773,27.970323644685543,207828000
2015-04-20,28.427030563354492,28.542876649890996,27.88566932691057,27.9747826163896,188217200
2015-04-21,28.2733154296875,28.560703232292234,28.21984642947258,28.538427031744938,129740400
2015-04-22,28.654266357421875,28.709961948008925,28.14186794383772,28.29113171868433,150618000
2015-04-23,28.8881893157959,29.055276092172793,28.547332563938166,28.582978558751968,183083600
2015-04-24,29.02408790588379,29.102063097864274,28.790165729331633,29.070873700949942,178103600
2015-04-27,29.552080154418945,29.659018140062884,29.21790659790736,29.47633496412973,387816800
2015-04-28,29.086469650268555,29.973142651968864,28.865917249497503,29.95532305140102,475696000
2015-04-29,28.658729553222656,29.315936993549403,28.58298434844246,28.997359773767467,253544400
2015-04-30,27.881214141845703,28.658724142708316,27.754228258038946,28.658724142708316,332781600
2015-05-01,28.727783203125,28.990668142439187,27.914628989612147,28.092853848868014,234050400
2015-05-04,28.672090530395508,29.088695876659358,28.57406574303931,28.850317107462306,203953200
2015-05-05,28.02602195739746,28.61639385984713,28.02156535830659,28.54955847104041,197085600
2015-05-06,27.85002899169922,28.23766990141353,27.48243768262942,28.19534070045974,288564000
2015-05-07,28.022287368774414,28.20573193766146,27.74488205442266,27.912666783531346,175763600
2015-05-08,28.55024528503418,28.55024528503418,28.212438276395325,28.339954580653217,222201600
2015-05-11,28.259418487548828,28.536822055001224,28.105056012911106,28.49879126486547,168143200
2015-05-12,28.158742904663086,28.384691701298728,27.923843680555755,28.098339466786825,192640000
2015-05-13,28.190067291259766,28.454048621651697,28.158747617043286,28.221386965476245,138776800
2015-05-14,28.8477783203125,28.8477783203125,28.44733372368383,28.503261949746317,180814000
2015-05-15,28.807518005371094,28.968591605131238,28.682239297466264,28.874632574202614,152832000
2015-05-18,29.125192642211914,29.243760245389478,28.715797490006917,28.72027270529355,203531600
2015-05-19,29.098337173461914,29.279544067768388,29.00213885591895,29.23703807259274,178532800
2015-05-20,29.096099853515625,29.30191531631098,28.935026288964824,29.082677625401065,145819600
2015-05-21,29.393638610839844,29.447330937222763,29.04464702332097,29.098339349703892,158921600
2015-05-22,29.650917053222656,29.747115410292487,29.39588439096639,29.44062971811842,182384000
2015-05-26,28.997678756713867,29.733696458351922,28.885822253670113,29.664345972639126,282790400
2015-05-27,29.53905487060547,29.58827199011764,29.093868308093384,29.158743558220227,183332800
2015-05-28,29.480886459350586,29.518917243713908,29.3287633218973,29.498783901448864,122933200
2015-05-29,29.145326614379883,29.407070390029627,29.060314590059924,29.357853261590616,203538000
2015-06-01,29.203489303588867,29.393646691582546,29.093872134105272,29.145325160874897,128451200
2015-06-02,29.0737361907959,29.230334571499,28.930560040783256,29.051363530586023,134670400
2015-06-03,29.10951805114746,29.292964246214723,29.060300945816614,29.230324914627744,123934000
2015-06-04,28.939504623413086,29.21243466979933,28.838834488110578,28.988721740865582,153800400
2015-06-05,28.78066635131836,29.013329704244754,28.71579110523769,28.970823702445415,142507200
2015-06-08,28.590513229370117,28.90594928095356,28.373511413479815,28.836595405014542,210699200
2015-06-09,28.505502700805664,28.65315406199824,28.102820428705932,28.34442910924805,224301600
2015-06-10,28.832120895385742,28.935026922241622,28.60169516468053,28.61735500008826,156349200
2015-06-11,28.767242431640625,29.122945141183692,28.742633874865362,28.899232229986072,141563600
